accident_reference,year,slightsevere,sex_of_casualty,age_band_of_casualty,under21,over65,casualty_home_area_type,casualty_imd_decile,casualty_depdecile,number_of_vehicles,number_of_casualties,road_type,speed_limit,at_junction,light_conditions,weather_effect,road_wetness,special_conditions,trunk_road_flag,bike_movement,restricted_lane,hit_object_in_carriageway,hit_object_off_carriageway,hit_object,first_point_of_impact,date,time,day_of_week,local_authority_district,local_authority_ons_district,urban_or_rural_area,latitude,longitude,lsoa_of_accident_location,Mean_age,Median_age,total_car_hh,no_car_hh,X1_car_hh,X2_car_hh,X3_car_hh,X16_74_all,X16_74_2km,X16_74_2_5km,X16_74_5_10km,X16_74_10_20km,X16_74_20_30km,X16_74_30_40km,X16_74_40_60km,X16_74_60km,X16_74_home_based,X16_74_other,density._persons,usual_residents_persons,land_area,hh_size_mean,hh_size_1,hh_size_2,hh_size_3,hh_size_4,hh_size_5,hh_size_6,hh_size_7,trans_mode_home,trans_mode_tram,trans_mode_rail,trans_mode_bus,trans_mode_taxi,trans_mode_scooter,trans_mode_car,trans_mode_psgr_car,trans_mode_bike,trans_mode_walk,trans_mode_other,cycling_lane_km,cycling_lane_km_norm,tram_rail_count,bus_count,bike_theft_reports,road_length,severance_km
06E168989,2020,Slight,Female,36 - 45,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Daylight,0,1,0,Non-trunk,1,1,1,1,Both,3,2020-02-11,10:45:00,Tuesday,Manchester,E08000003,Urban,53.460029,-2.248617,E01005208,27.87914344,27,1101,559,472,58,12,1266,244,198,105,60,13,12,19,26,489,100,60.7923793,2808,46.19,378,399,178,88,37,16,2,2,489,19,14,136,24,1,267,35,63,200,18,3.312792357,7.16e-6,0,17,64,9952.721586,1.757917145
06E169137,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Darkness - lights lit,1,1,0,Non-trunk,1,1,1,1,Both,1,2020-02-26,22:40:00,Wednesday,Manchester,E08000003,Urban,53.455547,-2.214435,E01005231,25.72738733,23,698,430,204,43,21,777,176,154,80,34,13,7,8,26,226,53,146.8035191,2503,17.05,268,158,125,83,40,14,7,3,226,11,7,129,17,1,133,17,55,172,9,0.323587167,1.89e-6,0,3,21,2308.148359,0.441955897
06E170463,2020,Slight,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-04-03,07:55:00,Friday,Manchester,E08000003,Urban,53.454728,-2.224852,E01005288,29.0377249,26,676,377,219,58,22,658,91,138,74,58,8,0,5,8,178,98,97.95808705,1823,18.61,206,138,159,78,49,30,13,4,178,9,11,129,13,2,171,19,35,77,11,0.696751759,3.73e-6,0,4,39,5263.907801,0.245468301
06E171009,2020,Slight,Male,21 - 25,0,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-04-23,17:40:00,Thursday,Manchester,E08000003,Urban,53.456281,-2.225719,E01005288,29.0377249,26,676,377,219,58,22,658,91,138,74,58,8,0,5,8,178,98,97.95808705,1823,18.61,206,138,159,78,49,30,13,4,178,9,11,129,13,2,171,19,35,77,11,0.696751759,3.73e-6,0,4,39,5263.907801,0.245468301
06E172323,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-06-25,16:37:00,Thursday,Manchester,E08000003,Urban,53.453305,-2.195495,E01005234,30.98636364,31,650,263,283,82,22,686,100,127,114,66,9,7,8,5,103,147,115.2466368,2313,20.07,154,107,77,99,83,60,32,37,103,5,5,132,15,1,251,44,17,91,20,0,0,0,6,13,3600.917605,1.878270481
06E173426,2020,Slight,Male,6 - 10,1,0,Urban area,More deprived 10-20%,2,2,1,One way street,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-07-22,19:58:00,Wednesday,Manchester,E08000003,Urban,53.456026,-2.191502,E01005233,28.98832528,29,786,302,358,103,23,862,92,158,150,79,18,10,8,11,135,201,284.3175218,2937,10.33,121,120,138,158,116,55,37,41,135,3,7,141,32,0,348,65,21,71,36,0,0,0,2,4,818.9879329,0
06E173922,2020,Slight,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Darkness - lighting unknown,1,0,0,Non-trunk,1,1,1,1,Both,1,2020-08-12,22:35:00,Wednesday,Manchester,E08000003,Urban,53.452676,-2.226377,E01005285,31.45419255,28,510,274,173,53,10,467,81,72,65,29,6,6,8,8,127,65,132.5280414,1536,11.59,176,99,60,63,38,27,23,25,127,5,11,74,16,1,129,8,15,61,21,0.534108136,4.59e-6,0,1,17,1330.754971,0.209257678
06E175735,2020,Slight,Male,36 - 45,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-10-04,20:10:00,Sunday,Manchester,E08000003,Urban,53.453206,-2.195525,E01005234,30.98636364,31,650,263,283,82,22,686,100,127,114,66,9,7,8,5,103,147,115.2466368,2313,20.07,154,107,77,99,83,60,32,37,103,5,5,132,15,1,251,44,17,91,20,0,0,0,6,13,3600.917605,1.878270481
06E176387,2020,Slight,Male,16 - 20,1,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Darkness - lights lit,0,1,0,Non-trunk,1,1,1,1,Both,2,2020-10-17,06:28:00,Saturday,Manchester,E08000003,Urban,53.456507,-2.200028,E01005232,32.98723613,32,706,271,296,113,26,699,109,131,99,51,24,5,9,9,127,135,21.65748341,1926,88.93,245,141,99,97,59,30,23,10,127,5,6,87,16,1,321,39,13,75,10,0.911346723,1.02e-6,0,27,21,7741.583399,3.047226638
06E176721,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 20-30%,3,2,1,Roundabout,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-10-11,13:50:00,Sunday,Manchester,E08000003,Urban,53.4703,-2.241355,E01005212,25.91968447,22,761,433,299,26,3,871,144,94,72,55,27,7,25,29,335,83,112.4820144,3127,27.8,324,243,108,52,23,6,3,2,335,17,34,99,14,2,172,16,37,136,10,2.112358829,7.57e-6,0,19,211,8200.01292,1.446376403
06E177635,2020,Severe/Fatal,Male,36 - 45,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Darkness - lights lit,1,0,0,Non-trunk,1,1,1,1,Both,1,2020-11-05,17:26:00,Thursday,Manchester,E08000003,Urban,53.467263,-2.249517,E01005208,27.87914344,27,1101,559,472,58,12,1266,244,198,105,60,13,12,19,26,489,100,60.7923793,2808,46.19,378,399,178,88,37,16,2,2,489,19,14,136,24,1,267,35,63,200,18,3.312792357,7.16e-6,0,17,64,9952.721586,1.757917145
06E178405,2020,Slight,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Darkness - lights lit,1,0,0,Non-trunk,1,1,1,1,Both,1,2020-11-12,17:00:00,Thursday,Manchester,E08000003,Urban,53.452724,-2.234027,E01005242,27.83606557,28,553.5,285.5,229.5,31,7.5,479.5,115,92.5,52.5,31.5,8,4,4.5,6,84.5,81,169.4143167,1562,9.22,140,145.5,100.5,78.5,47.5,24,10.5,7,84.5,4,4.5,97,11.5,1,144.5,15.5,25,83,7.5,0.6385101,3.49e-6,0,8,2,4450.396974,0.94817143
06E267993,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 40-50%,6,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-01-31,07:55:00,Friday,Manchester,E08000003,Urban,53.441674,-2.257513,E01005181,36.04164625,33,688,139,313,168,68,918,84,148,119,48,8,4,16,13,359,119,54.73321859,2226,40.67,199,157,90,82,72,44,24,22,359,9,2,51,7,0,370,34,29,45,11,2.514112921,6.19e-6,0,11,11,5769.021727,1.658119891
06E268019,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-01-29,07:45:00,Wednesday,Manchester,E08000003,Urban,53.433605,-2.214596,E01005311,31.11082996,27,660,210,303,122,25,813,59,160,142,48,8,10,10,14,271,91,86.94616484,1825,20.99,179,189,102,89,45,28,19,9,271,5,23,81,12,0,286,20,49,53,13,0.312664683,1.51e-6,0,10,2,3670.824441,0.498599207
06E268134,2020,Slight,Male,56 - 65,0,0,Urban area,Least deprived 10%,10,2,1,Single carriageway,30,0,Darkness - lighting unknown,1,0,0,Non-trunk,1,1,1,1,Both,3,2020-01-28,07:45:00,Tuesday,Manchester,E08000003,Urban,53.439189,-2.186955,E01005216,38.10569106,38,607,139,338,109,21,790,39,119,127,38,14,5,4,8,346,90,48.05153991,1529,31.82,155,228,95,73,23,17,9,8,346,5,15,46,2,2,260,17,43,42,10,0.810574761,2.53e-6,0,5,9,4112.319547,1.203158335
06E269337,2020,Slight,Male,21 - 25,0,0,Urban area,Less deprived 30-40%,7,2,1,Dual carriageway,40,0,Darkness - lights lit,1,1,0,Non-trunk,1,1,1,1,Both,4,2020-02-18,18:26:00,Tuesday,Manchester,E08000003,Urban,53.420871,-2.213463,E01005126,36.74427083,34,803,156,399,202,46,1008,58,125,182,52,23,9,7,8,428,116,68.87895461,2003,29.08,242,260,112,93,58,29,5,4,428,16,11,44,9,1,383,33,22,42,18,0.139045768,4.77e-7,0,13,17,4873.274727,2.274514205
06E269878,2020,Slight,Male,36 - 45,0,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,1,2020-03-03,08:30:00,Tuesday,Manchester,E08000003,Urban,53.438861,-2.22096,E01005309,29.74169121,25,950,478,341,92,39,886,70,171,157,43,9,2,12,25,339,58,105.9942912,2228,21.02,390,321,76,39,41,28,26,29,339,6,10,172,9,1,193,21,44,82,9,0.747030956,3.51e-6,0,6,30,5308.982111,0.600192459
06E270452,2020,Slight,Male,36 - 45,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,1,Daylight,0,1,0,Non-trunk,1,1,1,1,Both,4,2020-03-03,16:15:00,Tuesday,Manchester,E08000003,Urban,53.441643,-2.218641,E01005185,22.51164519,21,511,236,169,71,35,736,59,166,92,39,15,14,13,49,200,89,139.4354149,3260,23.38,109,100,67,71,53,60,42,7,200,6,22,184,10,0,145,17,58,66,23,1.800599604,7.81e-6,0,7,69,3777.948894,0.427055009
06E271584,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,20,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-30,19:53:00,Saturday,Manchester,E08000003,Urban,53.445385,-2.231533,E01005180,34.99317585,34,763,299,355,92,17,705,121,157,114,27,17,3,3,8,148,107,37.14451538,1920,51.69,264,196,102,110,54,21,8,7,148,2,3,82,18,2,292,33,36,79,8,2.20912779,4.3e-6,0,12,13,4411.239226,1.883103917
06E271734,2020,Severe/Fatal,Male,16 - 20,1,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-06-02,22:20:00,Tuesday,Manchester,E08000003,Urban,53.447011,-2.191326,E01005194,30.5024255,31,474,188.5,226,42.5,17,476.5,62.5,93.5,80.5,39.5,8.5,4,5,4.5,72,106.5,125.7869249,1558.5,12.39,99.5,106.5,72,67.5,67.5,33.5,19,11,72,1.5,3.5,91,10,0.5,195.5,24.5,20.5,44,12,0.123366239,4.89e-7,0,11,8,4726.32033,0.35580465
06E271887,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-05-25,19:15:00,Monday,Manchester,E08000003,Urban,53.439889,-2.251495,E01005279,34.67746615,33,817,226,390,153,48,939,101,152,145,53,17,11,8,14,312,126,35.07177033,2199,62.7,214,242,139,109,60,35,7,11,312,23,6,75,20,0,369,25,23,68,17,3.69823359,5.85e-6,0,15,6,10333.21579,3.195711009
06E272190,2020,Slight,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-05-25,22:20:00,Monday,Manchester,E08000003,Urban,53.420604,-2.211566,E01005124,33.02296337,32,672,210,315,119,28,720,110,120,133,34,8,2,3,13,184,113,77.93132328,1861,23.88,158,184,138,97,56,30,4,5,184,4,9,79,11,1,299,34,27,57,11,0,0,0,5,15,3552.589445,0.474489396
06E273014,2020,Slight,Male,6 - 10,1,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,20,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-07-13,17:49:00,Monday,Manchester,E08000003,Urban,53.441983,-2.193802,E01005216,38.10569106,38,607,139,338,109,21,790,39,119,127,38,14,5,4,8,346,90,48.05153991,1529,31.82,155,228,95,73,23,17,9,8,346,5,15,46,2,2,260,17,43,42,10,0.810574761,2.53e-6,0,5,9,4112.319547,1.203158335
06E273752,2020,Slight,Male,21 - 25,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-08-03,15:55:00,Monday,Manchester,E08000003,Urban,53.440473,-2.219643,E01005271,27.53744701,24,620,275,220,90,35,663,60,141,110,25,8,10,5,29,214,61,108.529251,1985,18.29,209,145,52,69,57,44,22,22,214,9,8,146,3,2,161,13,30,69,10,0.32074513,1.77e-6,0,5,51,2698.604569,0
06E274478,2020,Slight,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,3,2020-08-25,18:40:00,Tuesday,Manchester,E08000003,Urban,53.46322,-2.210829,E01005063,30.93912123,31,763,336,328,82,17,709,155,133,78,64,13,5,5,7,147,102,74.44639719,2118,28.45,245,167,105,121,67,37,10,12,147,6,6,103,18,3,242,20,20,130,16,1.162963766,4.01e-6,0,10,11,6054.505427,1.617631672
06E275026,2020,Slight,Male,11 - 15,1,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-09-15,16:55:00,Tuesday,Manchester,E08000003,Urban,53.441409,-2.21879,E01005185,22.51164519,21,511,236,169,71,35,736,59,166,92,39,15,14,13,49,200,89,139.4354149,3260,23.38,109,100,67,71,53,60,42,7,200,6,22,184,10,0,145,17,58,66,23,1.800599604,7.81e-6,0,7,69,3777.948894,0.427055009
06E275285,2020,Slight,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-09-21,08:22:00,Monday,Manchester,E08000003,Urban,53.434002,-2.228265,E01005304,31.24815595,26,665,237,248,129,51,827,57,131,142,41,19,9,9,11,344,64,93.24131366,1959,21.01,214,174,96,70,33,24,22,32,344,13,17,91,5,0,229,14,56,53,8,0.221664532,1.06e-6,0,3,32,3799.61594,0.280435288
06E275689,2020,Slight,Male,21 - 25,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-09-17,14:19:00,Thursday,Manchester,E08000003,Urban,53.467975,-2.239639,E01005210,24.77453788,23,447,276,146,20,5,520,100,53,66,31,10,7,11,44,121,77,121.6651334,2645,21.74,221,108,38,34,19,17,5,5,121,13,6,111,13,0,138,11,14,83,6,1.604325499,7.4e-6,0,15,54,4912.098336,1.117948888
06E275754,2020,Slight,Male,16 - 20,1,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,1,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,2,2020-10-05,16:15:00,Monday,Manchester,E08000003,Urban,53.442051,-2.257455,E01005300,38.01088534,37,480,42,226,146,66,676,43,110,92,38,14,3,10,3,258,105,56.52173913,1547,27.37,81,103,108,82,61,26,10,8,258,22,4,17,13,1,282,23,23,18,12,0.746883608,2.71e-6,0,6,3,3714.212232,0.901798186
06E276748,2020,Slight,Male,46 - 55,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,1,1,1,1,Both,1,2020-10-26,12:33:00,Monday,Manchester,E08000003,Urban,53.441848,-2.251582,E01005181,36.04164625,33,688,139,313,168,68,918,84,148,119,48,8,4,16,13,359,119,54.73321859,2226,40.67,199,157,90,82,72,44,24,22,359,9,2,51,7,0,370,34,29,45,11,2.514112921,6.19e-6,0,11,11,5769.021727,1.658119891
06E277118,2020,Slight,Female,21 - 25,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Daylight,0,1,0,Non-trunk,1,1,1,1,Both,3,2020-11-11,07:50:00,Wednesday,Manchester,E08000003,Urban,53.438996,-2.220961,E01005271,27.53744701,24,620,275,220,90,35,663,60,141,110,25,8,10,5,29,214,61,108.529251,1985,18.29,209,145,52,69,57,44,22,22,214,9,8,146,3,2,161,13,30,69,10,0.32074513,1.77e-6,0,5,51,2698.604569,0
06E277121,2020,Slight,Male,21 - 25,0,0,Urban area,More deprived 30-40%,4,2,1,Dual carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-11-12,14:48:00,Thursday,Manchester,E08000003,Urban,53.444781,-2.218085,E01005185,22.51164519,21,511,236,169,71,35,736,59,166,92,39,15,14,13,49,200,89,139.4354149,3260,23.38,109,100,67,71,53,60,42,7,200,6,22,184,10,0,145,17,58,66,23,1.800599604,7.81e-6,0,7,69,3777.948894,0.427055009
06E277790,2020,Severe/Fatal,Male,26 - 35,0,0,Urban area,Most deprived 10%,1,2,1,Dual carriageway,40,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-11-28,00:25:00,Saturday,Manchester,E08000003,Urban,53.420898,-2.213343,E01005125,34.85853977,33,614,170,296,118,30,702,69,103,143,41,12,6,8,4,224,92,68.70362287,1574,22.91,183,154,122,91,39,12,10,1,224,4,25,35,10,0,296,23,38,48,0,0.318344883,1.4e-6,1,7,21,4695.112427,1.41869149
06E278708,2020,Severe/Fatal,Female,16 - 20,1,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-12-28,16:27:00,Monday,Manchester,E08000003,Urban,53.457637,-2.226675,E01005244,27.35116868,24,813,476,247,64,26,888,160,183,85,65,16,6,18,21,205,129,158.3597884,2993,18.9,226,171,107,138,74,70,16,12,205,12,13,164,15,1,219,29,37,167,23,1.289353585,6.75e-6,0,9,40,6017.132507,0.696996425
06E278777,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,1,Darkness - lighting unknown,1,1,0,Non-trunk,1,1,1,1,Both,1,2020-12-31,06:30:00,Thursday,Manchester,E08000003,Urban,53.43049,-2.231573,E01005276,33.67254408,29,616,184,286,110,36,816,55,89,153,41,8,0,10,8,400,52,72.72727273,1464,20.13,211,228,65,57,22,21,7,4,400,38,3,62,5,3,194,13,42,50,5,1.668525154,8.22e-6,0,9,30,3761.861351,0.720229157
06E369048,2020,Slight,Male,36 - 45,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-02-13,07:45:00,Thursday,Manchester,E08000003,Urban,53.442615,-2.270933,E01005301,37.33783784,36,587,128,264,154,41,780,42,130,119,35,12,3,7,0,381,51,57.22007722,1482,25.9,201,168,78,73,31,20,10,8,381,55,1,22,5,1,233,11,30,36,2,1.173838382,4.55e-6,0,12,17,4316.226883,1.163870773
06E369077,2020,Severe/Fatal,Male,56 - 65,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,1,Daylight,0,1,0,Non-trunk,1,1,1,1,Both,3,2020-02-18,10:20:00,Tuesday,Manchester,E08000003,Urban,53.417362,-2.21981,E01005126,36.74427083,34,803,156,399,202,46,1008,58,125,182,52,23,9,7,8,428,116,68.87895461,2003,29.08,242,260,112,93,58,29,5,4,428,16,11,44,9,1,383,33,22,42,18,0.139045768,4.77e-7,0,13,17,4873.274727,2.274514205
06E369819,2020,Slight,Female,26 - 35,0,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,1,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-03-10,18:30:00,Tuesday,Manchester,E08000003,Urban,53.447896,-2.276823,E01005159,36.6254093,35,681,149,359,148,25,959,45,161,118,29,12,8,7,3,506,70,65.44715447,1610,24.6,198,226,142,77,30,7,1,2,506,48,7,30,2,2,234,11,70,41,9,1.272699721,5.1e-6,0,4,17,3093.973118,2.189877646
06E371615,2020,Slight,Female,26 - 35,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,3,2020-05-29,16:32:00,Friday,Manchester,E08000003,Urban,53.41021,-2.228078,E01005169,42.00158228,44,597,64,297,193,43,738,22,75,151,48,20,8,9,7,347,51,18.36844224,1369,74.53,171,228,86,81,24,4,1,1,347,15,7,27,2,1,275,17,16,28,4,2.11200453,2.82e-6,0,11,11,7323.680438,1.700201412
06E371669,2020,Severe/Fatal,Male,36 - 45,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-27,19:00:00,Wednesday,Manchester,E08000003,Urban,53.442486,-2.27593,E01005150,34.95905588,32,841,340,359,109,33,1163,51,168,157,64,14,11,9,5,607,77,69.13982878,1696,24.53,390,277,71,59,25,12,2,6,607,88,9,46,11,1,239,19,74,56,10,1.850597177,7.56e-6,1,16,45,6661.275763,2.305838714
06E373826,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 40-50%,6,2,1,Single carriageway,40,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-08-08,08:56:00,Saturday,Manchester,E08000003,Urban,53.4092,-2.220385,E01005171,37.6742379,35,700,145,317,202,36,911,49,94,197,62,7,11,11,6,393,81,32.60504202,1746,53.55,187,257,92,94,46,18,5,1,393,23,18,42,5,1,337,32,12,38,9,1.1770006,2.17e-6,1,25,60,10638.44397,3.200990704
06E375815,2020,Slight,Male,26 - 35,0,0,Urban area,More deprived 40-50%,5,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-10-06,10:47:00,Tuesday,Manchester,E08000003,Urban,53.416135,-2.231871,E01005176,35.24986508,33,895,241,484,151,19,1130,74,81,194,69,21,16,11,9,589,66,61.25273125,1682,27.46,337,399,104,44,8,2,2,0,589,46,12,46,2,0,317,8,28,77,4,2.39721576,8.59e-6,1,12,47,4918.748899,1.634605461
06E377060,2020,Severe/Fatal,Male,36 - 45,0,0,Urban area,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Darkness - lights lit,1,1,0,Non-trunk,1,1,1,1,Both,3,2020-10-22,20:05:00,Thursday,Manchester,E08000003,Urban,53.380864,-2.274373,E01005319,34.78519856,33,896,284,422,162,28,1028,208,191,158,88,20,4,7,11,185,156,49.75369458,2323,46.69,225,272,192,118,56,24,5,5,185,20,5,96,18,5,459,86,37,101,15,1.334782015,2.85e-6,0,12,5,6785.850334,1.110385742
06E377546,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,1,Darkness - lights lit,1,1,0,Non-trunk,1,1,1,1,Both,2,2020-11-25,07:40:00,Wednesday,Manchester,E08000003,Urban,53.420888,-2.241632,E01005172,39.06157793,37,795,256,334,167,38,867,55,90,172,38,13,8,4,9,421,57,49.43420627,1529,30.93,371,257,72,69,20,3,1,1,421,30,2,42,3,3,275,9,28,47,7,0.772987684,2.51e-6,1,10,18,5254.037361,1.540571502
06E377588,2020,Slight,Male,46 - 55,0,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,2,2020-11-27,07:35:00,Friday,Manchester,E08000003,Rural,53.415672,-2.247305,E01005078,39.28571429,35,833,233,430,155,15,949,43,110,183,65,14,6,8,2,466,52,42.37380628,1553,36.65,426,310,51,31,9,6,2,0,466,28,8,38,1,0,307,13,33,48,6,1.805419836,4.96e-6,0,6,12,4046.972988,1.848304515
06E378415,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 40-50%,6,2,1,Single carriageway,20,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-11-25,17:40:00,Wednesday,Manchester,E08000003,Urban,53.445379,-2.280375,E01005150,34.95905588,32,841,340,359,109,33,1163,51,168,157,64,14,11,9,5,607,77,69.13982878,1696,24.53,390,277,71,59,25,12,2,6,607,88,9,46,11,1,239,19,74,56,10,1.850597177,7.56e-6,1,16,45,6661.275763,2.305838714
06E378512,2020,Slight,Male,46 - 55,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-12-23,16:35:00,Wednesday,Manchester,E08000003,Urban,53.442331,-2.277103,E01005150,34.95905588,32,841,340,359,109,33,1163,51,168,157,64,14,11,9,5,607,77,69.13982878,1696,24.53,390,277,71,59,25,12,2,6,607,88,9,46,11,1,239,19,74,56,10,1.850597177,7.56e-6,1,16,45,6661.275763,2.305838714
06E471387,2020,Slight,Male,21 - 25,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-05-17,00:45:00,Sunday,Manchester,E08000003,Urban,53.390289,-2.256135,E01005295,36.3117757,35,1140,226,593,277,44,1391,98,249,243,107,35,4,9,13,454,179,29.31187569,2641,90.1,382,392,194,115,42,15,2,0,454,27,10,74,17,1,651,39,17,87,14,2.423416104,2.7e-6,0,10,10,7176.454556,5.565346088
06E478407,2020,Slight,Female,46 - 55,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Daylight,0,1,0,Non-trunk,1,1,1,1,Both,3,2020-11-14,14:45:00,Saturday,Manchester,E08000003,Urban,53.38967,-2.271874,E01005088,32.46105742,31,725,310,320,73,22,676,181,121,104,56,10,3,2,5,90,104,54.65083404,1933,35.37,181,202,145,116,53,17,8,3,90,18,3,82,17,2,304,54,27,74,7,1.352854424,3.81e-6,0,11,3,4602.391052,1.379846642
06F168172,2020,Slight,Male,11 - 15,1,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,1,2020-01-31,16:00:00,Friday,Salford,E08000006,Urban,53.520405,-2.397788,E01005712,40.11232544,38,842,208,421,186,27,955,56,100,184,152,24,7,4,1,279,148,61.45101973,1838,29.91,323,269,131,77,25,12,4,3,279,3,22,59,11,2,462,45,6,53,12,0.211192761,7e-7,1,13,11,5226.288131,2.194563254
06F168712,2020,Slight,Male,26 - 35,0,0,Urban area,Less deprived 10-20%,9,2,1,Roundabout,30,0,Daylight,0,0,0,Non-trunk,1,1,1,1,Both,4,2020-03-31,12:55:00,Tuesday,Salford,E08000006,Rural,53.502105,-2.386837,E01005738,44.63374266,46,822,77,309,347,89,970,30,122,128,105,20,14,13,17,416,105,5.972316629,1933,323.66,229,319,127,111,33,4,0,1,416,6,2,20,3,4,462,18,7,29,8,3.228366505,1e-6,0,19,10,6944.948077,9.584708154
